axis	row	side	outcome	observation
B	pair|coupling.cbo|error|namespace.threshold|same-source|4-cross-level	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":7331,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|error|namespace.threshold|same-source|4-cross-level	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|error|namespace.threshold|same-source|4-cross-level	onlyA	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":7331,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|error|namespace.threshold|same-source|4-cross-level	onlyB	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7331,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|error|namespace.warning|same-source|4-cross-level	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":7331,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|error|namespace.warning|same-source|4-cross-level	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|error|namespace.warning|same-source|4-cross-level	onlyA	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":7331,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|error|namespace.warning|same-source|4-cross-level	onlyB	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7331,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|error|namespace:|same-source|3-shorthand-vs-level-block	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":7331,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|error|namespace:|same-source|3-shorthand-vs-level-block	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|error|namespace:|same-source|3-shorthand-vs-level-block	onlyA	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":7331,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|error|namespace:|same-source|3-shorthand-vs-level-block	onlyB	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7331,"error":7331,"minClassCount":7331}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|error|threshold|same-source|1-threshold-group-declared	both	refused-framed	Cannot mix "threshold" with "warning"/"error". Use either "threshold" alone (simple mode) or "warning"/"error" (graduated mode).
B	pair|coupling.cbo|error|threshold|same-source|1-threshold-group-declared	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|error|threshold|same-source|1-threshold-group-declared	onlyA	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":7331,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|error|threshold|same-source|1-threshold-group-declared	onlyB	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":7331,"error":7331,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7331,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|error|warning|same-source|1-threshold-group-declared	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":7331,"error":7331,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7331,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|error|warning|same-source|1-threshold-group-declared	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|error|warning|same-source|1-threshold-group-declared	onlyA	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":7331,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|error|warning|same-source|1-threshold-group-declared	onlyB	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":7331,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7331,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.enabled|namespace.error|same-source|6-gate	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":false,"warning":14,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.enabled|namespace.error|same-source|6-gate	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.enabled|namespace.error|same-source|6-gate	onlyA	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":false,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.enabled|namespace.error|same-source|6-gate	onlyB	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.enabled|namespace.min-class-count|same-source|6-gate	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":false,"warning":14,"error":20,"minClassCount":7331}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.enabled|namespace.min-class-count|same-source|6-gate	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.enabled|namespace.min-class-count|same-source|6-gate	onlyA	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":false,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.enabled|namespace.min-class-count|same-source|6-gate	onlyB	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":7331}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.enabled|namespace.threshold|same-source|6-gate	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":false,"warning":7331,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.enabled|namespace.threshold|same-source|6-gate	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.enabled|namespace.threshold|same-source|6-gate	onlyA	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":false,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.enabled|namespace.threshold|same-source|6-gate	onlyB	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7331,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.enabled|namespace.warning|same-source|6-gate	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":false,"warning":7331,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.enabled|namespace.warning|same-source|6-gate	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.enabled|namespace.warning|same-source|6-gate	onlyA	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":false,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.enabled|namespace.warning|same-source|6-gate	onlyB	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7331,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|namespace.min-class-count|same-source|6-subject-filter	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":7331,"minClassCount":7331}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|namespace.min-class-count|same-source|6-subject-filter	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|namespace.min-class-count|same-source|6-subject-filter	onlyA	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|namespace.min-class-count|same-source|6-subject-filter	onlyB	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":7331}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|namespace.threshold|same-source|1-threshold-group-declared	both	refused-framed	Cannot mix "threshold" with "warning"/"error". Use either "threshold" alone (simple mode) or "warning"/"error" (graduated mode).
B	pair|coupling.cbo|namespace.error|namespace.threshold|same-source|1-threshold-group-declared	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|namespace.threshold|same-source|1-threshold-group-declared	onlyA	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|namespace.threshold|same-source|1-threshold-group-declared	onlyB	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7331,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|namespace.warning|same-source|1-threshold-group-declared	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7331,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|namespace.warning|same-source|1-threshold-group-declared	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|namespace.warning|same-source|1-threshold-group-declared	onlyA	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|namespace.warning|same-source|1-threshold-group-declared	onlyB	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7331,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|threshold|same-source|4-cross-level	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":7331,"error":7331,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7331,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|threshold|same-source|4-cross-level	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|threshold|same-source|4-cross-level	onlyA	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|threshold|same-source|4-cross-level	onlyB	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":7331,"error":7331,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7331,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|warning|same-source|4-cross-level	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":7331,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7331,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|warning|same-source|4-cross-level	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|warning|same-source|4-cross-level	onlyA	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|warning|same-source|4-cross-level	onlyB	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":7331,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7331,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
