idx	rule	top_form	top_yaml	level	block_form	block_yaml	level_keys_declared	level_defaults	live_exit	live_level_findings	live_level_severities	live_sibling_findings	live_refusal	call_level_values	call_level_enabled	call_sibling_enabled	call_refusal	block_written	block_effect	live_vs_block_absent	witness	in_declared_population
303	complexity.npath	T3_top_graduated_pair	warning: 100000000; error: 200000000	callable	B3_enabled_tilde	callable:; enabled: ~	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.npath". Options here: callable, class, enabled, suppress-namespace-channels	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.npath". Options here: 	{"enabled":"~(null)"}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
304	complexity.npath	T3_top_graduated_pair	warning: 100000000; error: 200000000	callable	B4_enabled_true	callable:; enabled: true	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.npath". Options here: callable, class, enabled, suppress-namespace-channels	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.npath". Options here: 	{"enabled":true}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
305	complexity.npath	T3_top_graduated_pair	warning: 100000000; error: 200000000	callable	B5_enabled_false	callable:; enabled: false	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.npath". Options here: callable, class, enabled, suppress-namespace-channels	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.npath". Options here: 	{"enabled":false}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
306	complexity.npath	T3_top_graduated_pair	warning: 100000000; error: 200000000	callable	B6_half_band	callable:; warning: 1	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.npath". Options here: callable, class, enabled, suppress-namespace-channels	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.npath". Options here: 	{"warning":1}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
307	complexity.npath	T3_top_graduated_pair	warning: 100000000; error: 200000000	callable	B7_full_band	callable:; warning: 1; error: 2	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.npath". Options here: callable, class, enabled, suppress-namespace-channels	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.npath". Options here: 	{"warning":1,"error":2}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
308	complexity.npath	T3_top_graduated_pair	warning: 100000000; error: 200000000	callable	B8_threshold_in_block	callable:; threshold: 1	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.npath". Options here: callable, class, enabled, suppress-namespace-channels	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.npath". Options here: 	{"warning":1,"error":1}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
309	complexity.npath	T3_top_graduated_pair	warning: 100000000; error: 200000000	callable	B9_unknown_key	callable:; no_such_option: 1	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.npath". Options here: callable, class, enabled, suppress-namespace-channels	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.npath". Options here: 	{"no_such_option":1}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
310	complexity.npath	T3_top_graduated_pair	warning: 100000000; error: 200000000	class	B0_absent	(absent)	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.npath". Options here: callable, class, enabled, suppress-namespace-channels	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.npath". Options here: 	{}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
311	complexity.npath	T3_top_graduated_pair	warning: 100000000; error: 200000000	class	B1_tilde	class: ~	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.npath". Options here: callable, class, enabled, suppress-namespace-channels	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.npath". Options here: 	{}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
312	complexity.npath	T3_top_graduated_pair	warning: 100000000; error: 200000000	class	B2_empty_map	class: {}	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.npath". Options here: callable, class, enabled, suppress-namespace-channels	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.npath". Options here: 	{}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
313	complexity.npath	T3_top_graduated_pair	warning: 100000000; error: 200000000	class	B3_enabled_tilde	class:; enabled: ~	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.npath". Options here: callable, class, enabled, suppress-namespace-channels	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.npath". Options here: 	{"enabled":"~(null)"}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
314	complexity.npath	T3_top_graduated_pair	warning: 100000000; error: 200000000	class	B4_enabled_true	class:; enabled: true	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.npath". Options here: callable, class, enabled, suppress-namespace-channels	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.npath". Options here: 	{"enabled":true}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
315	complexity.npath	T3_top_graduated_pair	warning: 100000000; error: 200000000	class	B5_enabled_false	class:; enabled: false	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.npath". Options here: callable, class, enabled, suppress-namespace-channels	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.npath". Options here: 	{"enabled":false}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
316	complexity.npath	T3_top_graduated_pair	warning: 100000000; error: 200000000	class	B6_half_band	class:; max_warning: 1	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.npath". Options here: callable, class, enabled, suppress-namespace-channels	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.npath". Options here: 	{"maxWarning":1}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
317	complexity.npath	T3_top_graduated_pair	warning: 100000000; error: 200000000	class	B7_full_band	class:; max_warning: 1; max_error: 2	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.npath". Options here: callable, class, enabled, suppress-namespace-channels	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.npath". Options here: 	{"maxWarning":1,"maxError":2}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
318	complexity.npath	T3_top_graduated_pair	warning: 100000000; error: 200000000	class	B8_threshold_in_block	class:; threshold: 1	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.npath". Options here: callable, class, enabled, suppress-namespace-channels	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.npath". Options here: 	{"maxWarning":1,"maxError":1}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
319	complexity.npath	T3_top_graduated_pair	warning: 100000000; error: 200000000	class	B9_unknown_key	class:; no_such_option: 1	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.npath". Options here: callable, class, enabled, suppress-namespace-channels	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.npath". Options here: 	{"no_such_option":1}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
320	complexity.npath	T4_enabled_false	enabled: false	callable	B0_absent	(absent)	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	0	0	{}	0		{"enabled":false,"warning":200,"error":1000}	False	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
321	complexity.npath	T4_enabled_false	enabled: false	callable	B1_tilde	callable: ~	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	0	0	{}	0		{"enabled":false,"warning":200,"error":1000}	False	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
322	complexity.npath	T4_enabled_false	enabled: false	callable	B2_empty_map	callable: {}	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	0	0	{}	0		{"enabled":false,"warning":200,"error":1000}	False	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
323	complexity.npath	T4_enabled_false	enabled: false	callable	B3_enabled_tilde	callable:; enabled: ~	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	0	0	{}	0		{"enabled":false,"warning":200,"error":1000}	False	False		{"enabled":"~(null)"}	dropped	same (0)	live door (blind here) + call	yes
324	complexity.npath	T4_enabled_false	enabled: false	callable	B4_enabled_true	callable:; enabled: true	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	0	0	{}	0		{"enabled":false,"warning":200,"error":1000}	False	False		{"enabled":true}	dropped	same (0)	live door (blind here) + call	yes
325	complexity.npath	T4_enabled_false	enabled: false	callable	B5_enabled_false	callable:; enabled: false	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	0	0	{}	0		{"enabled":false,"warning":200,"error":1000}	False	False		{"enabled":false}	applied	same (0)	live door (blind here) + call	yes
326	complexity.npath	T4_enabled_false	enabled: false	callable	B6_half_band	callable:; warning: 1	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	0	0	{}	0		{"enabled":false,"warning":200,"error":1000}	False	False		{"warning":1}	dropped	same (0)	live door (blind here) + call	yes
327	complexity.npath	T4_enabled_false	enabled: false	callable	B7_full_band	callable:; warning: 1; error: 2	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	0	0	{}	0		{"enabled":false,"warning":200,"error":1000}	False	False		{"warning":1,"error":2}	dropped	same (0)	live door (blind here) + call	yes
328	complexity.npath	T4_enabled_false	enabled: false	callable	B8_threshold_in_block	callable:; threshold: 1	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	0	0	{}	0		{"enabled":false,"warning":200,"error":1000}	False	False		{"warning":1,"error":1}	dropped	same (0)	live door (blind here) + call	yes
329	complexity.npath	T4_enabled_false	enabled: false	callable	B9_unknown_key	callable:; no_such_option: 1	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	3	0	{}	0	Configuration error: Option "noSuchOption" is not an option of rule "complexity.npath" at level "callable". Options at that level: enabled, error, thr	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "noSuchOption" is not an option of rule "complexity.npath" at level "	{"no_such_option":1}	refused	refused	live door (refusal) + call	yes
330	complexity.npath	T4_enabled_false	enabled: false	class	B0_absent	(absent)	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	0	0	{}	0		{"enabled":false,"maxWarning":500,"maxError":1000}	False	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
331	complexity.npath	T4_enabled_false	enabled: false	class	B1_tilde	class: ~	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	0	0	{}	0		{"enabled":false,"maxWarning":500,"maxError":1000}	False	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
332	complexity.npath	T4_enabled_false	enabled: false	class	B2_empty_map	class: {}	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	0	0	{}	0		{"enabled":false,"maxWarning":500,"maxError":1000}	False	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
333	complexity.npath	T4_enabled_false	enabled: false	class	B3_enabled_tilde	class:; enabled: ~	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	0	0	{}	0		{"enabled":false,"maxWarning":500,"maxError":1000}	False	False		{"enabled":"~(null)"}	applied	same (0)	live door (blind here) + call	yes
334	complexity.npath	T4_enabled_false	enabled: false	class	B4_enabled_true	class:; enabled: true	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	0	0	{}	0		{"enabled":false,"maxWarning":500,"maxError":1000}	False	False		{"enabled":true}	dropped	same (0)	live door (blind here) + call	yes
335	complexity.npath	T4_enabled_false	enabled: false	class	B5_enabled_false	class:; enabled: false	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	0	0	{}	0		{"enabled":false,"maxWarning":500,"maxError":1000}	False	False		{"enabled":false}	applied	same (0)	live door (blind here) + call	yes
336	complexity.npath	T4_enabled_false	enabled: false	class	B6_half_band	class:; max_warning: 1	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	0	0	{}	0		{"enabled":false,"maxWarning":500,"maxError":1000}	False	False		{"maxWarning":1}	dropped	same (0)	live door (blind here) + call	yes
337	complexity.npath	T4_enabled_false	enabled: false	class	B7_full_band	class:; max_warning: 1; max_error: 2	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	0	0	{}	0		{"enabled":false,"maxWarning":500,"maxError":1000}	False	False		{"maxWarning":1,"maxError":2}	dropped	same (0)	live door (blind here) + call	yes
338	complexity.npath	T4_enabled_false	enabled: false	class	B8_threshold_in_block	class:; threshold: 1	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	0	0	{}	0		{"enabled":false,"maxWarning":500,"maxError":1000}	False	False		{"maxWarning":1,"maxError":1}	dropped	same (0)	live door (blind here) + call	yes
339	complexity.npath	T4_enabled_false	enabled: false	class	B9_unknown_key	class:; no_such_option: 1	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	3	0	{}	0	Configuration error: Option "noSuchOption" is not an option of rule "complexity.npath" at level "class". Options at that level: enabled, max-error, ma	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "noSuchOption" is not an option of rule "complexity.npath" at level "	{"no_such_option":1}	refused	refused	live door (refusal) + call	yes
340	complexity.npath	T5_enabled_true	enabled: true	callable	B0_absent	(absent)	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	2	1	{"error":1}	0		{"enabled":true,"warning":200,"error":1000}	True	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
341	complexity.npath	T5_enabled_true	enabled: true	callable	B1_tilde	callable: ~	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	2	1	{"error":1}	0		{"enabled":true,"warning":200,"error":1000}	True	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
342	complexity.npath	T5_enabled_true	enabled: true	callable	B2_empty_map	callable: {}	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	2	1	{"error":1}	0		{"enabled":true,"warning":200,"error":1000}	True	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
343	complexity.npath	T5_enabled_true	enabled: true	callable	B3_enabled_tilde	callable:; enabled: ~	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	2	1	{"error":1}	0		{"enabled":true,"warning":200,"error":1000}	True	False		{"enabled":"~(null)"}	applied	same (1)	live door (blind here) + call	yes
344	complexity.npath	T5_enabled_true	enabled: true	callable	B4_enabled_true	callable:; enabled: true	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	2	1	{"error":1}	0		{"enabled":true,"warning":200,"error":1000}	True	False		{"enabled":true}	applied	same (1)	live door (blind here) + call	yes
345	complexity.npath	T5_enabled_true	enabled: true	callable	B5_enabled_false	callable:; enabled: false	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	0	0	{}	0		{"enabled":false,"warning":200,"error":1000}	False	False		{"enabled":false}	applied	differs (0 vs 1)	live door + call	yes
346	complexity.npath	T5_enabled_true	enabled: true	callable	B6_half_band	callable:; warning: 1	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	2	13	{"warning":12,"error":1}	0		{"enabled":true,"warning":1,"error":1000}	True	False		{"warning":1}	applied	differs (13 vs 1)	live door + call	yes
347	complexity.npath	T5_enabled_true	enabled: true	callable	B7_full_band	callable:; warning: 1; error: 2	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	2	13	{"warning":11,"error":2}	0		{"enabled":true,"warning":1,"error":2}	True	False		{"warning":1,"error":2}	applied	differs (13 vs 1)	live door + call	yes
348	complexity.npath	T5_enabled_true	enabled: true	callable	B8_threshold_in_block	callable:; threshold: 1	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	2	13	{"error":13}	0		{"enabled":true,"warning":1,"error":1}	True	False		{"warning":1,"error":1}	applied	differs (13 vs 1)	live door + call	yes
349	complexity.npath	T5_enabled_true	enabled: true	callable	B9_unknown_key	callable:; no_such_option: 1	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	3	0	{}	0	Configuration error: Option "noSuchOption" is not an option of rule "complexity.npath" at level "callable". Options at that level: enabled, error, thr	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "noSuchOption" is not an option of rule "complexity.npath" at level "	{"no_such_option":1}	refused	refused	live door (refusal) + call	yes
350	complexity.npath	T5_enabled_true	enabled: true	class	B0_absent	(absent)	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	2	0	{}	1		{"enabled":false,"maxWarning":500,"maxError":1000}	False	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
351	complexity.npath	T5_enabled_true	enabled: true	class	B1_tilde	class: ~	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	2	0	{}	1		{"enabled":false,"maxWarning":500,"maxError":1000}	False	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
352	complexity.npath	T5_enabled_true	enabled: true	class	B2_empty_map	class: {}	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	2	0	{}	1		{"enabled":false,"maxWarning":500,"maxError":1000}	False	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
353	complexity.npath	T5_enabled_true	enabled: true	class	B3_enabled_tilde	class:; enabled: ~	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	2	0	{}	1		{"enabled":false,"maxWarning":500,"maxError":1000}	False	True		{"enabled":"~(null)"}	applied	same (0)	live door (blind here) + call	yes
354	complexity.npath	T5_enabled_true	enabled: true	class	B4_enabled_true	class:; enabled: true	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	2	1	{"error":1}	1		{"enabled":true,"maxWarning":500,"maxError":1000}	True	True		{"enabled":true}	applied	differs (1 vs 0)	live door + call	yes
355	complexity.npath	T5_enabled_true	enabled: true	class	B5_enabled_false	class:; enabled: false	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	2	0	{}	1		{"enabled":false,"maxWarning":500,"maxError":1000}	False	True		{"enabled":false}	applied	same (0)	live door (blind here) + call	yes
356	complexity.npath	T5_enabled_true	enabled: true	class	B6_half_band	class:; max_warning: 1	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	2	0	{}	1		{"enabled":false,"maxWarning":1,"maxError":1000}	False	True		{"maxWarning":1}	applied	same (0)	live door (blind here) + call	yes
357	complexity.npath	T5_enabled_true	enabled: true	class	B7_full_band	class:; max_warning: 1; max_error: 2	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	2	0	{}	1		{"enabled":false,"maxWarning":1,"maxError":2}	False	True		{"maxWarning":1,"maxError":2}	applied	same (0)	live door (blind here) + call	yes
358	complexity.npath	T5_enabled_true	enabled: true	class	B8_threshold_in_block	class:; threshold: 1	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	2	0	{}	1		{"enabled":false,"maxWarning":1,"maxError":1}	False	True		{"maxWarning":1,"maxError":1}	applied	same (0)	live door (blind here) + call	yes
359	complexity.npath	T5_enabled_true	enabled: true	class	B9_unknown_key	class:; no_such_option: 1	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	3	0	{}	0	Configuration error: Option "noSuchOption" is not an option of rule "complexity.npath" at level "class". Options at that level: enabled, max-error, ma	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "noSuchOption" is not an option of rule "complexity.npath" at level "	{"no_such_option":1}	refused	refused	live door (refusal) + call	yes
360	coupling.cbo	T0_none	(nothing)	class	B0_absent	(absent)	enabled,error,scope,threshold,warning	{"enabled":true,"warning":14,"error":20,"scope":"all"}	0	0	{}	0		{"enabled":true,"warning":14,"error":20,"scope":"all"}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
361	coupling.cbo	T0_none	(nothing)	class	B1_tilde	class: ~	enabled,error,scope,threshold,warning	{"enabled":true,"warning":14,"error":20,"scope":"all"}	0	0	{}	0		{"enabled":true,"warning":14,"error":20,"scope":"all"}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
362	coupling.cbo	T0_none	(nothing)	class	B2_empty_map	class: {}	enabled,error,scope,threshold,warning	{"enabled":true,"warning":14,"error":20,"scope":"all"}	0	0	{}	0		{"enabled":true,"warning":14,"error":20,"scope":"all"}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
363	coupling.cbo	T0_none	(nothing)	class	B3_enabled_tilde	class:; enabled: ~	enabled,error,scope,threshold,warning	{"enabled":true,"warning":14,"error":20,"scope":"all"}	0	0	{}	0		{"enabled":true,"warning":14,"error":20,"scope":"all"}	True	True		{"enabled":"~(null)"}	applied	same (0)	live door (blind here) + call	yes
364	coupling.cbo	T0_none	(nothing)	class	B4_enabled_true	class:; enabled: true	enabled,error,scope,threshold,warning	{"enabled":true,"warning":14,"error":20,"scope":"all"}	0	0	{}	0		{"enabled":true,"warning":14,"error":20,"scope":"all"}	True	True		{"enabled":true}	applied	same (0)	live door (blind here) + call	yes
365	coupling.cbo	T0_none	(nothing)	class	B5_enabled_false	class:; enabled: false	enabled,error,scope,threshold,warning	{"enabled":true,"warning":14,"error":20,"scope":"all"}	0	0	{}	0		{"enabled":false,"warning":14,"error":20,"scope":"all"}	False	True		{"enabled":false}	applied	same (0)	live door (blind here) + call	yes
366	coupling.cbo	T0_none	(nothing)	class	B6_half_band	class:; warning: 1	enabled,error,scope,threshold,warning	{"enabled":true,"warning":14,"error":20,"scope":"all"}	0	10	{"warning":10}	0		{"enabled":true,"warning":1,"error":20,"scope":"all"}	True	True		{"warning":1}	applied	differs (10 vs 0)	live door + call	yes
367	coupling.cbo	T0_none	(nothing)	class	B7_full_band	class:; warning: 1; error: 2	enabled,error,scope,threshold,warning	{"enabled":true,"warning":14,"error":20,"scope":"all"}	2	10	{"error":6,"warning":4}	0		{"enabled":true,"warning":1,"error":2,"scope":"all"}	True	True		{"warning":1,"error":2}	applied	differs (10 vs 0)	live door + call	yes
368	coupling.cbo	T0_none	(nothing)	class	B8_threshold_in_block	class:; threshold: 1	enabled,error,scope,threshold,warning	{"enabled":true,"warning":14,"error":20,"scope":"all"}	2	10	{"error":10}	0		{"enabled":true,"warning":1,"error":1,"scope":"all"}	True	True		{"warning":1,"error":1}	applied	differs (10 vs 0)	live door + call	yes
369	coupling.cbo	T0_none	(nothing)	class	B9_unknown_key	class:; no_such_option: 1	enabled,error,scope,threshold,warning	{"enabled":true,"warning":14,"error":20,"scope":"all"}	3	0	{}	0	Configuration error: Option "noSuchOption" is not an option of rule "coupling.cbo" at level "class". Options at that level: enabled, error, scope, thr	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "noSuchOption" is not an option of rule "coupling.cbo" at level "clas	{"no_such_option":1}	refused	refused	live door (refusal) + call	yes
370	coupling.cbo	T0_none	(nothing)	namespace	B0_absent	(absent)	enabled,error,min-class-count,threshold,warning	{"enabled":true,"warning":14,"error":20,"minClassCount":3}	0	0	{}	0		{"enabled":true,"warning":14,"error":20,"minClassCount":3}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
371	coupling.cbo	T0_none	(nothing)	namespace	B1_tilde	namespace: ~	enabled,error,min-class-count,threshold,warning	{"enabled":true,"warning":14,"error":20,"minClassCount":3}	0	0	{}	0		{"enabled":true,"warning":14,"error":20,"minClassCount":3}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
372	coupling.cbo	T0_none	(nothing)	namespace	B2_empty_map	namespace: {}	enabled,error,min-class-count,threshold,warning	{"enabled":true,"warning":14,"error":20,"minClassCount":3}	0	0	{}	0		{"enabled":true,"warning":14,"error":20,"minClassCount":3}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
373	coupling.cbo	T0_none	(nothing)	namespace	B3_enabled_tilde	namespace:; enabled: ~	enabled,error,min-class-count,threshold,warning	{"enabled":true,"warning":14,"error":20,"minClassCount":3}	0	0	{}	0		{"enabled":true,"warning":14,"error":20,"minClassCount":3}	True	True		{"enabled":"~(null)"}	applied	same (0)	live door (blind here) + call	yes
374	coupling.cbo	T0_none	(nothing)	namespace	B4_enabled_true	namespace:; enabled: true	enabled,error,min-class-count,threshold,warning	{"enabled":true,"warning":14,"error":20,"minClassCount":3}	0	0	{}	0		{"enabled":true,"warning":14,"error":20,"minClassCount":3}	True	True		{"enabled":true}	applied	same (0)	live door (blind here) + call	yes
375	coupling.cbo	T0_none	(nothing)	namespace	B5_enabled_false	namespace:; enabled: false	enabled,error,min-class-count,threshold,warning	{"enabled":true,"warning":14,"error":20,"minClassCount":3}	0	0	{}	0		{"enabled":false,"warning":14,"error":20,"minClassCount":3}	False	True		{"enabled":false}	applied	same (0)	live door (blind here) + call	yes
376	coupling.cbo	T0_none	(nothing)	namespace	B6_half_band	namespace:; warning: 1	enabled,error,min-class-count,threshold,warning	{"enabled":true,"warning":14,"error":20,"minClassCount":3}	0	3	{"warning":3}	0		{"enabled":true,"warning":1,"error":20,"minClassCount":3}	True	True		{"warning":1}	applied	differs (3 vs 0)	live door + call	yes
