idx	rule	top_form	top_yaml	level	block_form	block_yaml	level_keys_declared	level_defaults	live_exit	live_level_findings	live_level_severities	live_sibling_findings	live_refusal	call_level_values	call_level_enabled	call_sibling_enabled	call_refusal	block_written	block_effect	live_vs_block_absent	witness	in_declared_population
74	complexity.ccn	T3_top_graduated_pair	warning: 100000; error: 200000	class	B4_enabled_true	class:; enabled: true	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.ccn". Options here: callable, class, enabled, suppress-namespace-channels, 	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.ccn". Options here: ca	{"enabled":true}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
75	complexity.ccn	T3_top_graduated_pair	warning: 100000; error: 200000	class	B5_enabled_false	class:; enabled: false	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.ccn". Options here: callable, class, enabled, suppress-namespace-channels, 	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.ccn". Options here: ca	{"enabled":false}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
76	complexity.ccn	T3_top_graduated_pair	warning: 100000; error: 200000	class	B6_half_band	class:; max_warning: 1	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.ccn". Options here: callable, class, enabled, suppress-namespace-channels, 	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.ccn". Options here: ca	{"maxWarning":1}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
77	complexity.ccn	T3_top_graduated_pair	warning: 100000; error: 200000	class	B7_full_band	class:; max_warning: 1; max_error: 2	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.ccn". Options here: callable, class, enabled, suppress-namespace-channels, 	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.ccn". Options here: ca	{"maxWarning":1,"maxError":2}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
78	complexity.ccn	T3_top_graduated_pair	warning: 100000; error: 200000	class	B8_threshold_in_block	class:; threshold: 1	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.ccn". Options here: callable, class, enabled, suppress-namespace-channels, 	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.ccn". Options here: ca	{"maxWarning":1,"maxError":1}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
79	complexity.ccn	T3_top_graduated_pair	warning: 100000; error: 200000	class	B9_unknown_key	class:; no_such_option: 1	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.ccn". Options here: callable, class, enabled, suppress-namespace-channels, 	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.ccn". Options here: ca	{"no_such_option":1}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
80	complexity.ccn	T4_enabled_false	enabled: false	callable	B0_absent	(absent)	enabled,error,threshold,warning	{"enabled":true,"warning":10,"error":20}	0	0	{}	0		{"enabled":false,"warning":10,"error":20}	False	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
81	complexity.ccn	T4_enabled_false	enabled: false	callable	B1_tilde	callable: ~	enabled,error,threshold,warning	{"enabled":true,"warning":10,"error":20}	0	0	{}	0		{"enabled":false,"warning":10,"error":20}	False	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
82	complexity.ccn	T4_enabled_false	enabled: false	callable	B2_empty_map	callable: {}	enabled,error,threshold,warning	{"enabled":true,"warning":10,"error":20}	0	0	{}	0		{"enabled":false,"warning":10,"error":20}	False	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
83	complexity.ccn	T4_enabled_false	enabled: false	callable	B3_enabled_tilde	callable:; enabled: ~	enabled,error,threshold,warning	{"enabled":true,"warning":10,"error":20}	0	0	{}	0		{"enabled":false,"warning":10,"error":20}	False	False		{"enabled":"~(null)"}	dropped	same (0)	live door (blind here) + call	yes
84	complexity.ccn	T4_enabled_false	enabled: false	callable	B4_enabled_true	callable:; enabled: true	enabled,error,threshold,warning	{"enabled":true,"warning":10,"error":20}	0	0	{}	0		{"enabled":false,"warning":10,"error":20}	False	False		{"enabled":true}	dropped	same (0)	live door (blind here) + call	yes
85	complexity.ccn	T4_enabled_false	enabled: false	callable	B5_enabled_false	callable:; enabled: false	enabled,error,threshold,warning	{"enabled":true,"warning":10,"error":20}	0	0	{}	0		{"enabled":false,"warning":10,"error":20}	False	False		{"enabled":false}	applied	same (0)	live door (blind here) + call	yes
86	complexity.ccn	T4_enabled_false	enabled: false	callable	B6_half_band	callable:; warning: 1	enabled,error,threshold,warning	{"enabled":true,"warning":10,"error":20}	0	0	{}	0		{"enabled":false,"warning":10,"error":20}	False	False		{"warning":1}	dropped	same (0)	live door (blind here) + call	yes
87	complexity.ccn	T4_enabled_false	enabled: false	callable	B7_full_band	callable:; warning: 1; error: 2	enabled,error,threshold,warning	{"enabled":true,"warning":10,"error":20}	0	0	{}	0		{"enabled":false,"warning":10,"error":20}	False	False		{"warning":1,"error":2}	dropped	same (0)	live door (blind here) + call	yes
88	complexity.ccn	T4_enabled_false	enabled: false	callable	B8_threshold_in_block	callable:; threshold: 1	enabled,error,threshold,warning	{"enabled":true,"warning":10,"error":20}	0	0	{}	0		{"enabled":false,"warning":10,"error":20}	False	False		{"warning":1,"error":1}	dropped	same (0)	live door (blind here) + call	yes
89	complexity.ccn	T4_enabled_false	enabled: false	callable	B9_unknown_key	callable:; no_such_option: 1	enabled,error,threshold,warning	{"enabled":true,"warning":10,"error":20}	3	0	{}	0	Configuration error: Option "noSuchOption" is not an option of rule "complexity.ccn" at level "callable". Options at that level: enabled, error, thres	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "noSuchOption" is not an option of rule "complexity.ccn" at level "ca	{"no_such_option":1}	refused	refused	live door (refusal) + call	yes
90	complexity.ccn	T4_enabled_false	enabled: false	class	B0_absent	(absent)	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	0		{"enabled":false,"maxWarning":30,"maxError":50}	False	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
91	complexity.ccn	T4_enabled_false	enabled: false	class	B1_tilde	class: ~	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	0		{"enabled":false,"maxWarning":30,"maxError":50}	False	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
92	complexity.ccn	T4_enabled_false	enabled: false	class	B2_empty_map	class: {}	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	0		{"enabled":false,"maxWarning":30,"maxError":50}	False	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
93	complexity.ccn	T4_enabled_false	enabled: false	class	B3_enabled_tilde	class:; enabled: ~	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	0		{"enabled":false,"maxWarning":30,"maxError":50}	False	False		{"enabled":"~(null)"}	dropped	same (0)	live door (blind here) + call	yes
94	complexity.ccn	T4_enabled_false	enabled: false	class	B4_enabled_true	class:; enabled: true	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	0		{"enabled":false,"maxWarning":30,"maxError":50}	False	False		{"enabled":true}	dropped	same (0)	live door (blind here) + call	yes
95	complexity.ccn	T4_enabled_false	enabled: false	class	B5_enabled_false	class:; enabled: false	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	0		{"enabled":false,"maxWarning":30,"maxError":50}	False	False		{"enabled":false}	applied	same (0)	live door (blind here) + call	yes
96	complexity.ccn	T4_enabled_false	enabled: false	class	B6_half_band	class:; max_warning: 1	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	0		{"enabled":false,"maxWarning":30,"maxError":50}	False	False		{"maxWarning":1}	dropped	same (0)	live door (blind here) + call	yes
97	complexity.ccn	T4_enabled_false	enabled: false	class	B7_full_band	class:; max_warning: 1; max_error: 2	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	0		{"enabled":false,"maxWarning":30,"maxError":50}	False	False		{"maxWarning":1,"maxError":2}	dropped	same (0)	live door (blind here) + call	yes
98	complexity.ccn	T4_enabled_false	enabled: false	class	B8_threshold_in_block	class:; threshold: 1	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	0		{"enabled":false,"maxWarning":30,"maxError":50}	False	False		{"maxWarning":1,"maxError":1}	dropped	same (0)	live door (blind here) + call	yes
99	complexity.ccn	T4_enabled_false	enabled: false	class	B9_unknown_key	class:; no_such_option: 1	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	3	0	{}	0	Configuration error: Option "noSuchOption" is not an option of rule "complexity.ccn" at level "class". Options at that level: enabled, max-error, max-	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "noSuchOption" is not an option of rule "complexity.ccn" at level "cl	{"no_such_option":1}	refused	refused	live door (refusal) + call	yes
100	complexity.ccn	T5_enabled_true	enabled: true	callable	B0_absent	(absent)	enabled,error,threshold,warning	{"enabled":true,"warning":10,"error":20}	0	1	{"warning":1}	0		{"enabled":true,"warning":10,"error":20}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
101	complexity.ccn	T5_enabled_true	enabled: true	callable	B1_tilde	callable: ~	enabled,error,threshold,warning	{"enabled":true,"warning":10,"error":20}	0	1	{"warning":1}	0		{"enabled":true,"warning":10,"error":20}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
102	complexity.ccn	T5_enabled_true	enabled: true	callable	B2_empty_map	callable: {}	enabled,error,threshold,warning	{"enabled":true,"warning":10,"error":20}	0	1	{"warning":1}	0		{"enabled":true,"warning":10,"error":20}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
103	complexity.ccn	T5_enabled_true	enabled: true	callable	B3_enabled_tilde	callable:; enabled: ~	enabled,error,threshold,warning	{"enabled":true,"warning":10,"error":20}	0	1	{"warning":1}	0		{"enabled":true,"warning":10,"error":20}	True	True		{"enabled":"~(null)"}	applied	same (1)	live door (blind here) + call	yes
104	complexity.ccn	T5_enabled_true	enabled: true	callable	B4_enabled_true	callable:; enabled: true	enabled,error,threshold,warning	{"enabled":true,"warning":10,"error":20}	0	1	{"warning":1}	0		{"enabled":true,"warning":10,"error":20}	True	True		{"enabled":true}	applied	same (1)	live door (blind here) + call	yes
105	complexity.ccn	T5_enabled_true	enabled: true	callable	B5_enabled_false	callable:; enabled: false	enabled,error,threshold,warning	{"enabled":true,"warning":10,"error":20}	0	0	{}	0		{"enabled":false,"warning":10,"error":20}	False	True		{"enabled":false}	applied	differs (0 vs 1)	live door + call	yes
106	complexity.ccn	T5_enabled_true	enabled: true	callable	B6_half_band	callable:; warning: 1	enabled,error,threshold,warning	{"enabled":true,"warning":10,"error":20}	0	13	{"warning":13}	0		{"enabled":true,"warning":1,"error":20}	True	True		{"warning":1}	applied	differs (13 vs 1)	live door + call	yes
107	complexity.ccn	T5_enabled_true	enabled: true	callable	B7_full_band	callable:; warning: 1; error: 2	enabled,error,threshold,warning	{"enabled":true,"warning":10,"error":20}	2	13	{"warning":11,"error":2}	0		{"enabled":true,"warning":1,"error":2}	True	True		{"warning":1,"error":2}	applied	differs (13 vs 1)	live door + call	yes
108	complexity.ccn	T5_enabled_true	enabled: true	callable	B8_threshold_in_block	callable:; threshold: 1	enabled,error,threshold,warning	{"enabled":true,"warning":10,"error":20}	2	13	{"error":13}	0		{"enabled":true,"warning":1,"error":1}	True	True		{"warning":1,"error":1}	applied	differs (13 vs 1)	live door + call	yes
109	complexity.ccn	T5_enabled_true	enabled: true	callable	B9_unknown_key	callable:; no_such_option: 1	enabled,error,threshold,warning	{"enabled":true,"warning":10,"error":20}	3	0	{}	0	Configuration error: Option "noSuchOption" is not an option of rule "complexity.ccn" at level "callable". Options at that level: enabled, error, thres	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "noSuchOption" is not an option of rule "complexity.ccn" at level "ca	{"no_such_option":1}	refused	refused	live door (refusal) + call	yes
110	complexity.ccn	T5_enabled_true	enabled: true	class	B0_absent	(absent)	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	1		{"enabled":true,"maxWarning":30,"maxError":50}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
111	complexity.ccn	T5_enabled_true	enabled: true	class	B1_tilde	class: ~	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	1		{"enabled":true,"maxWarning":30,"maxError":50}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
112	complexity.ccn	T5_enabled_true	enabled: true	class	B2_empty_map	class: {}	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	1		{"enabled":true,"maxWarning":30,"maxError":50}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
113	complexity.ccn	T5_enabled_true	enabled: true	class	B3_enabled_tilde	class:; enabled: ~	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	1		{"enabled":true,"maxWarning":30,"maxError":50}	True	True		{"enabled":"~(null)"}	applied	same (0)	live door (blind here) + call	yes
114	complexity.ccn	T5_enabled_true	enabled: true	class	B4_enabled_true	class:; enabled: true	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	1		{"enabled":true,"maxWarning":30,"maxError":50}	True	True		{"enabled":true}	applied	same (0)	live door (blind here) + call	yes
115	complexity.ccn	T5_enabled_true	enabled: true	class	B5_enabled_false	class:; enabled: false	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	1		{"enabled":false,"maxWarning":30,"maxError":50}	False	True		{"enabled":false}	applied	same (0)	live door (blind here) + call	yes
116	complexity.ccn	T5_enabled_true	enabled: true	class	B6_half_band	class:; max_warning: 1	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	11	{"warning":11}	1		{"enabled":true,"maxWarning":1,"maxError":50}	True	True		{"maxWarning":1}	applied	differs (11 vs 0)	live door + call	yes
117	complexity.ccn	T5_enabled_true	enabled: true	class	B7_full_band	class:; max_warning: 1; max_error: 2	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	2	11	{"warning":10,"error":1}	1		{"enabled":true,"maxWarning":1,"maxError":2}	True	True		{"maxWarning":1,"maxError":2}	applied	differs (11 vs 0)	live door + call	yes
118	complexity.ccn	T5_enabled_true	enabled: true	class	B8_threshold_in_block	class:; threshold: 1	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	2	11	{"error":11}	1		{"enabled":true,"maxWarning":1,"maxError":1}	True	True		{"maxWarning":1,"maxError":1}	applied	differs (11 vs 0)	live door + call	yes
