consumer	consumer_owner	dependency	dependency_owner	dependency_visibility
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\DeclaredLayerReachability	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Finding	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\DeclaredLayerReachability	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Location	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\DeclaredLayerReachability	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Severity	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\DeclaredLayerReachability	Analysis.Policy.Architecture	Qualimetrix\Core\Symbol\MetricSubject	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\DeclaredLayerReachability	Analysis.Policy.Architecture	Qualimetrix\Core\Symbol\SymbolPath	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerDeclarationValidator	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\ChannelDeclaration	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerDeclarationValidator	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\ChannelShape	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerDeclarationValidator	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\ConfigurationValidatorInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerDeclarationValidator	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Rule\AnalysisContext	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerDeclarationValidator	Analysis.Policy.Architecture	Qualimetrix\Core\Symbol\SymbolLevel	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerEvidenceCollector	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Rule\AnalysisContext	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerEvidenceCollector	Analysis.Policy.Architecture	Qualimetrix\Core\Symbol\SymbolLevel	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerRoutingGuidance	Analysis.Policy.Architecture	Qualimetrix\Analysis\Evidence\DependencyModel\Contract\Dependency	Analysis.Evidence.DependencyModel	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerViolationFinding	Analysis.Policy.Architecture	Qualimetrix\Analysis\Evidence\DependencyModel\Contract\Dependency	Analysis.Evidence.DependencyModel	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerViolationFinding	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Finding	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerViolationFinding	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Location	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerViolationFinding	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\OccurrenceKey	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerViolationFinding	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Severity	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerViolationFinding	Analysis.Policy.Architecture	Qualimetrix\Core\Symbol\MetricSubject	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerViolationOptions	Analysis.Policy.Architecture	Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal	Analysis.Configuration	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerViolationOptions	Analysis.Policy.Architecture	Qualimetrix\Analysis\Configuration\Contract\Refusal\RefusedPosition	Analysis.Configuration	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerViolationOptions	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Rule\RuleOptionKey	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerViolationOptions	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Rule\RuleOptionKeySet	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerViolationOptions	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Rule\RuleOptionShape	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerViolationOptions	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Rule\RuleOptionsInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerViolationOptions	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Severity	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerViolationRule	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\ChannelDeclaration	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerViolationRule	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\ChannelShape	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerViolationRule	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Rule\AbstractRule	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerViolationRule	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Rule\AnalysisContext	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerViolationRule	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Rule\Attribute\CliAlias	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerViolationRule	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Rule\RuleOptionsInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerViolationRule	Analysis.Policy.Architecture	Qualimetrix\Core\Symbol\SymbolLevel	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\OwnedLayerTargets	Analysis.Policy.Architecture	Qualimetrix\Core\Symbol\SymbolPath	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\OwnedLayerTargets	Analysis.Policy.Architecture	Qualimetrix\Core\Symbol\SymbolType	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\UnassignedClassOptions	Analysis.Policy.Architecture	Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal	Analysis.Configuration	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\UnassignedClassOptions	Analysis.Policy.Architecture	Qualimetrix\Analysis\Configuration\Contract\Refusal\RefusedPosition	Analysis.Configuration	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\UnassignedClassOptions	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Rule\RuleOptionKey	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\UnassignedClassOptions	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Rule\RuleOptionKeySet	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\UnassignedClassOptions	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Rule\RuleOptionShape	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\UnassignedClassOptions	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Rule\RuleOptionsInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\UnassignedClassOptions	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Severity	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\UnassignedClassRule	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\ChannelShape	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\UnassignedClassRule	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Rule\AbstractRule	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\UnassignedClassRule	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Rule\AnalysisContext	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\UnassignedClassRule	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Rule\Attribute\CliAlias	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\UnassignedClassRule	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Rule\RuleOptionsInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\UnassignedClassSummary	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\ChannelDeclaration	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\UnassignedClassSummary	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Finding	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\UnassignedClassSummary	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Location	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\UnassignedClassSummary	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Severity	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\UnassignedClassSummary	Analysis.Policy.Architecture	Qualimetrix\Core\Observation\WorseDirection	Core.Neutral	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\UnassignedClassSummary	Analysis.Policy.Architecture	Qualimetrix\Core\Symbol\MetricSubject	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\UnassignedClassSummary	Analysis.Policy.Architecture	Qualimetrix\Core\Symbol\SymbolLevel	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\UnassignedClassSummary	Analysis.Policy.Architecture	Qualimetrix\Core\Symbol\SymbolPath	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\UnmatchedExcludeDiagnostic	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Finding	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\UnmatchedExcludeDiagnostic	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Location	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\UnmatchedExcludeDiagnostic	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\OccurrenceKey	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\UnmatchedExcludeDiagnostic	Analysis.Policy.Architecture	Qualimetrix\Analysis\Finding\Contract\Severity	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\UnmatchedExcludeDiagnostic	Analysis.Policy.Architecture	Qualimetrix\Core\Symbol\MetricSubject	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Architecture\LayerViolation\UnmatchedExcludeDiagnostic	Analysis.Policy.Architecture	Qualimetrix\Core\Symbol\SymbolPath	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Architecture\Layer\ClassContextFactory	Analysis.Policy.Architecture	Qualimetrix\Analysis\Evidence\DependencyModel\Contract\DependencyGraphInterface	Analysis.Evidence.DependencyModel	contract
Qualimetrix\Analysis\Policy\Architecture\Layer\ClassContextFactory	Analysis.Policy.Architecture	Qualimetrix\Analysis\Evidence\DependencyModel\Contract\DependencyType	Analysis.Evidence.DependencyModel	contract
Qualimetrix\Analysis\Policy\Architecture\Layer\ClassContextFactory	Analysis.Policy.Architecture	Qualimetrix\Core\Symbol\SymbolPath	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Architecture\Layer\ClassSet	Analysis.Policy.Architecture	Qualimetrix\Core\Symbol\SymbolPath	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Architecture\Layer\Expansion\LayerExpansionStage	Analysis.Policy.Architecture	Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal	Analysis.Configuration	contract
Qualimetrix\Analysis\Policy\Architecture\Layer\Expansion\LayerExpansionStage	Analysis.Policy.Architecture	Qualimetrix\Analysis\Configuration\Contract\Refusal\RefusedPosition	Analysis.Configuration	contract
Qualimetrix\Analysis\Policy\Architecture\Layer\Expansion\LayerInstantiator	Analysis.Policy.Architecture	Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal	Analysis.Configuration	contract
Qualimetrix\Analysis\Policy\Architecture\Layer\Expansion\LayerInstantiator	Analysis.Policy.Architecture	Qualimetrix\Analysis\Configuration\Contract\Refusal\RefusedPosition	Analysis.Configuration	contract
Qualimetrix\Analysis\Policy\Architecture\Layer\LayerPolicy	Analysis.Policy.Architecture	Qualimetrix\Analysis\Evidence\DependencyModel\Contract\DependencyType	Analysis.Evidence.DependencyModel	contract
Qualimetrix\Analysis\Policy\Architecture\Layer\LayerRegistry	Analysis.Policy.Architecture	Qualimetrix\Analysis\Evidence\DependencyModel\Contract\DependencyGraphInterface	Analysis.Evidence.DependencyModel	contract
Qualimetrix\Analysis\Policy\Architecture\Layer\LayerRegistry	Analysis.Policy.Architecture	Qualimetrix\Core\Symbol\SymbolPath	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Baseline\BaselineChannelRenamer	Analysis.Policy.Baseline	Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal	Analysis.Configuration	contract
Qualimetrix\Analysis\Policy\Baseline\BaselineCleaner	Analysis.Policy.Baseline	Qualimetrix\Analysis\Finding\Contract\ChannelDeclarationRegistryInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Baseline\BaselineCleaner	Analysis.Policy.Baseline	Qualimetrix\Core\Time\ClockInterface	Core.Neutral	contract
Qualimetrix\Analysis\Policy\Baseline\BaselineEdge	Analysis.Policy.Baseline	Qualimetrix\Analysis\Evidence\DependencyModel\Contract\DependencyType	Analysis.Evidence.DependencyModel	contract
Qualimetrix\Analysis\Policy\Baseline\BaselineEntry	Analysis.Policy.Baseline	Qualimetrix\Analysis\Finding\Contract\ChannelShape	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Baseline\BaselineEntryParser	Analysis.Policy.Baseline	Qualimetrix\Analysis\Finding\Contract\ChannelDeclarationRegistryInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Baseline\BaselineEntryParser	Analysis.Policy.Baseline	Qualimetrix\Analysis\Finding\Contract\ChannelShape	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Baseline\BaselineEntryParser	Analysis.Policy.Baseline	Qualimetrix\Analysis\Finding\Contract\FindingChannel	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Baseline\BaselineEntryPayload	Analysis.Policy.Baseline	Qualimetrix\Analysis\Finding\Contract\FindingChannel	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Baseline\BaselineGenerator	Analysis.Policy.Baseline	Qualimetrix\Analysis\Finding\Contract\ChannelDeclarationRegistryInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Baseline\BaselineGenerator	Analysis.Policy.Baseline	Qualimetrix\Core\Time\ClockInterface	Core.Neutral	contract
Qualimetrix\Analysis\Policy\Baseline\BaselineIdentity	Analysis.Policy.Baseline	Qualimetrix\Analysis\Finding\Contract\Finding	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Baseline\BaselineIdentity	Analysis.Policy.Baseline	Qualimetrix\Analysis\Finding\Contract\FindingChannel	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Baseline\BaselineLoader	Analysis.Policy.Baseline	Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal	Analysis.Configuration	contract
Qualimetrix\Analysis\Policy\Baseline\BaselineMigrator	Analysis.Policy.Baseline	Qualimetrix\Analysis\Finding\Contract\ChannelIdentityInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Baseline\BaselineUpdater	Analysis.Policy.Baseline	Qualimetrix\Analysis\Finding\Contract\ChannelDeclaration	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Baseline\BaselineUpdater	Analysis.Policy.Baseline	Qualimetrix\Analysis\Finding\Contract\ChannelDeclarationRegistryInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Baseline\BaselineUpdater	Analysis.Policy.Baseline	Qualimetrix\Analysis\Finding\Contract\ChannelShape	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Baseline\BaselineUpdater	Analysis.Policy.Baseline	Qualimetrix\Core\Time\ClockInterface	Core.Neutral	contract
Qualimetrix\Analysis\Policy\Baseline\BaselineWriter	Analysis.Policy.Baseline	Qualimetrix\Core\Path\AbsolutePath	Core.Path	contract
Qualimetrix\Analysis\Policy\Baseline\BaselineWriter	Analysis.Policy.Baseline	Qualimetrix\Core\Path\PathFactory	Core.Path	contract
Qualimetrix\Analysis\Policy\Baseline\BoundaryExplanationService	Analysis.Policy.Baseline	Qualimetrix\Analysis\Evidence\Measurement\Contract\MetricRepositoryInterface	Analysis.Evidence.Measurement	contract
Qualimetrix\Analysis\Policy\Baseline\BoundaryExplanationService	Analysis.Policy.Baseline	Qualimetrix\Analysis\Finding\Contract\AcceptedLevel	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Baseline\BoundaryExplanationService	Analysis.Policy.Baseline	Qualimetrix\Analysis\Finding\Contract\ChannelIdentityInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Baseline\BoundaryExplanationService	Analysis.Policy.Baseline	Qualimetrix\Analysis\Finding\Contract\Finding	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Baseline\BoundaryExplanationService	Analysis.Policy.Baseline	Qualimetrix\Analysis\Finding\Contract\FindingChannel	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Baseline\BoundaryExplanationService	Analysis.Policy.Baseline	Qualimetrix\Analysis\Finding\Contract\Threshold\ThresholdOverride	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Baseline\BoundaryExplanationService	Analysis.Policy.Baseline	Qualimetrix\Core\Symbol\MetricSubject	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Baseline\BoundaryExplanationService	Analysis.Policy.Baseline	Qualimetrix\Core\Symbol\SymbolLevelProjection	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Baseline\ChannelRenameMap	Analysis.Policy.Baseline	Qualimetrix\Analysis\Finding\Contract\FindingChannel	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Baseline\EffectiveBoundary	Analysis.Policy.Baseline	Qualimetrix\Analysis\Finding\Contract\Threshold\ThresholdOverride	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Baseline\EffectiveBoundaryBaselineSource	Analysis.Policy.Baseline	Qualimetrix\Analysis\Finding\Contract\AcceptedLevel	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Baseline\ExplainedSubject	Analysis.Policy.Baseline	Qualimetrix\Analysis\Evidence\Measurement\Contract\MetricRepositoryInterface	Analysis.Evidence.Measurement	contract
Qualimetrix\Analysis\Policy\Baseline\ExplainedSubject	Analysis.Policy.Baseline	Qualimetrix\Analysis\Finding\Contract\FindingChannel	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Baseline\ExplainedSubject	Analysis.Policy.Baseline	Qualimetrix\Core\Path\RelativePath	Core.Path	contract
Qualimetrix\Analysis\Policy\Baseline\ExplainedSubject	Analysis.Policy.Baseline	Qualimetrix\Core\Symbol\MetricSubject	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Baseline\ExplainedSubject	Analysis.Policy.Baseline	Qualimetrix\Core\Symbol\SymbolLevel	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Baseline\Filter\BaselineCeilingStage	Analysis.Policy.Baseline	Qualimetrix\Analysis\Finding\Contract\AcceptedLevel	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Baseline\Filter\BaselineCeilingStage	Analysis.Policy.Baseline	Qualimetrix\Analysis\Finding\Contract\ChannelDeclarationRegistryInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Baseline\Filter\BaselineCeilingStage	Analysis.Policy.Baseline	Qualimetrix\Analysis\Finding\Contract\Filter\FindingFilterStage	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Baseline\Filter\BaselineCeilingStage	Analysis.Policy.Baseline	Qualimetrix\Analysis\Finding\Contract\Filter\FindingFilterStageInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Baseline\Filter\BaselineCeilingStage	Analysis.Policy.Baseline	Qualimetrix\Analysis\Finding\Contract\Filter\FindingFilterStageResult	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Baseline\Filter\BaselineCeilingStage	Analysis.Policy.Baseline	Qualimetrix\Core\Observation\WorseDirection	Core.Neutral	contract
Qualimetrix\Analysis\Policy\Baseline\Filter\CeilingOutcome	Analysis.Policy.Baseline	Qualimetrix\Analysis\Finding\Contract\Filter\FindingFilterStageResult	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Baseline\Filter\GroupCeilingVerdict	Analysis.Policy.Baseline	Qualimetrix\Analysis\Finding\Contract\AcceptedLevel	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Baseline\GroupAcceptance	Analysis.Policy.Baseline	Qualimetrix\Core\Observation\WorseDirection	Core.Neutral	contract
Qualimetrix\Analysis\Policy\Baseline\RunScope	Analysis.Policy.Baseline	Qualimetrix\Core\Path\AbsolutePath	Core.Path	contract
Qualimetrix\Analysis\Policy\Baseline\RunScope	Analysis.Policy.Baseline	Qualimetrix\Core\Path\PathFactory	Core.Path	contract
Qualimetrix\Analysis\Policy\Inline\Contract\Directive\DirectiveSite	Analysis.Policy.Inline	Qualimetrix\Core\Path\RelativePath	Core.Path	contract
Qualimetrix\Analysis\Policy\Inline\Contract\Directive\InlineDirectivePolicyInterface	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\LevelActivity	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Contract\Directive\ThresholdDirectiveAuditInput	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\RuleExecutionInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Contract\Directive\ThresholdDirectiveAuditInput	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\RuleExecutionResult	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Contract\Directive\ThresholdDirectiveAuditInput	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Rule\AnalysisContext	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Contract\RuleValidatorMapFactory	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Rule\HierarchicalRuleOptionsInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Contract\RuleValidatorMapFactory	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Rule\Override\OverrideValidatorInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Contract\RuleValidatorMapFactory	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Rule\RuleNameReader	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Contract\RuleValidatorMapFactory	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Rule\ThresholdAwareOptionsInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Contract\SourceControlExtractorInterface	Analysis.Policy.Inline	Qualimetrix\Core\Path\RelativePath	Core.Path	contract
Qualimetrix\Analysis\Policy\Inline\Contract\SuppressionExtractor	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Control\ControlScope	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Contract\SuppressionExtractor	Analysis.Policy.Inline	Qualimetrix\Core\Symbol\MetricSubject	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Inline\Contract\Suppression\Suppression	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Control\ControlScope	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Contract\Suppression\Suppression	Analysis.Policy.Inline	Qualimetrix\Core\Symbol\MetricSubject	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Inline\Contract\Suppression\Suppression	Analysis.Policy.Inline	Qualimetrix\Core\Symbol\SymbolLevel	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Inline\Contract\Suppression\SuppressionTarget	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\FindingChannel	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Contract\Suppression\SuppressionTarget	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Rule\ChannelLevelSelector	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Contract\Suppression\SuppressionTarget	Analysis.Policy.Inline	Qualimetrix\Core\Symbol\SymbolLevel	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Inline\Contract\ThresholdOverrideExtractor	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Control\ControlScope	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Contract\ThresholdOverrideExtractor	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Threshold\ThresholdOverride	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Contract\ThresholdOverrideExtractor	Analysis.Policy.Inline	Qualimetrix\Core\Symbol\MetricSubject	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Inline\Contract\Threshold\ThresholdDiagnostic	Analysis.Policy.Inline	Qualimetrix\Core\Symbol\MetricSubject	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Inline\Directive\Audit\AuthoredDirectiveGroup	Analysis.Policy.Inline	Qualimetrix\Core\Path\RelativePath	Core.Path	contract
Qualimetrix\Analysis\Policy\Inline\Directive\Audit\AuthoredDirectiveGroup	Analysis.Policy.Inline	Qualimetrix\Core\Symbol\MetricSubject	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Inline\Directive\Audit\DirectiveUsage	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\ChannelDeclarationRegistryInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\Audit\DirectiveUsage	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\ChannelIdentityInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\Audit\DirectiveUsage	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Finding	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\Audit\DirectiveUsage	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\LevelActivity	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\Audit\DirectiveUsage	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\RuleConfigurationInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\Audit\DirectiveUsage	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Rule\ChannelLevelAddressing	Analysis.Finding	contract
