consumer	consumer_owner	dependency	dependency_owner	dependency_visibility
Qualimetrix\Infrastructure\DependencyInjection\Configurator\ParserConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Cache\CacheConfigurationStore	Infrastructure.Cache	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\ParserConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Cache\CacheFactory	Infrastructure.Cache	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\ParserConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Cache\CacheInterface	Infrastructure.Cache	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\ParserConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Cache\CacheKeyGenerator	Infrastructure.Cache	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\ParserConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Cache\Contract\CacheConfigurationResolverInterface	Infrastructure.Cache	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\ParserConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Cache\Contract\CacheConfigurationStoreInterface	Infrastructure.Cache	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\ParserConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Logging\DelegatingLogger	Infrastructure.Logging	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\RuleConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Configuration\Contract\KnownRuleNamesProviderInterface	Analysis.Configuration	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\RuleConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Finding\ChannelPresentationView	Analysis.Finding	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\RuleConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Finding\Contract\ChannelDeclarationRegistryInterface	Analysis.Finding	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\RuleConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Finding\Contract\ChannelIdentityInterface	Analysis.Finding	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\RuleConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Finding\Contract\ChannelPresentationInterface	Analysis.Finding	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\RuleConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Finding\Contract\ChannelUniverseInterface	Analysis.Finding	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\RuleConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Finding\Contract\RuleExecutionInterface	Analysis.Finding	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\RuleConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Finding\Contract\Rule\RuleChannelRegistryInterface	Analysis.Finding	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\RuleConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Finding\Contract\Rule\RuleSelector	Analysis.Finding	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\RuleConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Rule\ChannelUniverse	Infrastructure.Rule	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\RuleConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Rule\ComputedMetricChannelPresentation	Infrastructure.Rule	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\RuleConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Rule\ConfigurationValidatorRegistry	Infrastructure.Rule	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\RuleConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Rule\Contract\RuleChannelSnapshotFactoryInterface	Infrastructure.Rule	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\RuleConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Rule\KnownRuleNamesAdapter	Infrastructure.Rule	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\RuleConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Rule\RuleRegistry	Infrastructure.Rule	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\RuleConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Rule\RuleRegistryInterface	Infrastructure.Rule	contract
Qualimetrix\Infrastructure\DependencyInjection\ContainerFactory	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Evidence\Cohesion\Contract\LcomCollectionConfigurableInterface	Analysis.Evidence.Cohesion	contract
Qualimetrix\Infrastructure\DependencyInjection\ContainerFactory	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Evidence\Measurement\Contract\DerivedCollectorInterface	Analysis.Evidence.Measurement	contract
Qualimetrix\Infrastructure\DependencyInjection\ContainerFactory	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Evidence\Measurement\Contract\GlobalContextCollectorInterface	Analysis.Evidence.Measurement	contract
Qualimetrix\Infrastructure\DependencyInjection\ContainerFactory	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Evidence\Measurement\Contract\MetricCollectorInterface	Analysis.Evidence.Measurement	contract
Qualimetrix\Infrastructure\DependencyInjection\ContainerFactory	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Run\Contract\FileSetInspectionParticipantInterface	Analysis.Run	contract
Qualimetrix\Infrastructure\DependencyInjection\ContainerFactory	Infrastructure.DependencyInjection	Qualimetrix\Reporting\Formatter\FormatterInterface	Reporting	contract
Qualimetrix\Infrastructure\Git\ChangedFile	Infrastructure.Git	Qualimetrix\Core\Path\AbsolutePath	Core.Path	contract
Qualimetrix\Infrastructure\Git\ChangedFile	Infrastructure.Git	Qualimetrix\Core\Path\PathFactory	Core.Path	contract
Qualimetrix\Infrastructure\Git\ChangedFile	Infrastructure.Git	Qualimetrix\Core\Path\RelativePath	Core.Path	contract
Qualimetrix\Infrastructure\Git\GitClient	Infrastructure.Git	Qualimetrix\Core\Path\AbsolutePath	Core.Path	contract
Qualimetrix\Infrastructure\Git\GitRepositoryLocator	Infrastructure.Git	Qualimetrix\Core\Path\AbsolutePath	Core.Path	contract
Qualimetrix\Infrastructure\Git\GitRepositoryLocator	Infrastructure.Git	Qualimetrix\Core\Path\RelativePath	Core.Path	contract
Qualimetrix\Infrastructure\Git\GitRepositoryLocatorInterface	Infrastructure.Git	Qualimetrix\Core\Path\AbsolutePath	Core.Path	contract
Qualimetrix\Infrastructure\Git\GitScopeResolution	Infrastructure.Git	Qualimetrix\Analysis\Run\Contract\Discovery\FileDiscoveryInterface	Analysis.Run	contract
Qualimetrix\Infrastructure\Git\GitScopeResolution	Infrastructure.Git	Qualimetrix\Core\Path\AbsolutePath	Core.Path	contract
Qualimetrix\Infrastructure\Git\GitScopeResolver	Infrastructure.Git	Qualimetrix\Analysis\Run\Contract\Configuration\RunConfiguration	Analysis.Run	contract
Qualimetrix\Infrastructure\Git\GitScopeResolver	Infrastructure.Git	Qualimetrix\Analysis\Run\Contract\Discovery\FileDiscoveryFactoryInterface	Analysis.Run	contract
Qualimetrix\Infrastructure\Git\ReportingGitScopeQuery	Infrastructure.Git	Qualimetrix\Core\Path\AbsolutePath	Core.Path	contract
Qualimetrix\Infrastructure\Git\ReportingGitScopeQuery	Infrastructure.Git	Qualimetrix\Reporting\FindingProjection\Contract\GitScopeQueryInterface	Reporting	contract
Qualimetrix\Infrastructure\Git\ReportingGitScopeQuery	Infrastructure.Git	Qualimetrix\Reporting\FindingProjection\Contract\GitScopeRequest	Reporting	contract
Qualimetrix\Infrastructure\Git\ReportingGitScopeQuery	Infrastructure.Git	Qualimetrix\Reporting\FindingProjection\Contract\GitScopeResult	Reporting	contract
Qualimetrix\Infrastructure\Parallel\Configuration\ParallelConfigurationResolver	Infrastructure.Parallel	Qualimetrix\Analysis\Configuration\ConfigSchema	Analysis.Configuration	contract
Qualimetrix\Infrastructure\Parallel\Configuration\ParallelConfigurationResolver	Infrastructure.Parallel	Qualimetrix\Analysis\Configuration\Contract\ConfigurationDocument	Analysis.Configuration	contract
Qualimetrix\Infrastructure\Parallel\Contract\ParallelConfigurationResolverInterface	Infrastructure.Parallel	Qualimetrix\Analysis\Configuration\Contract\ConfigurationDocument	Analysis.Configuration	contract
Qualimetrix\Infrastructure\Parallel\FileProcessingTask	Infrastructure.Parallel	Qualimetrix\Analysis\Evidence\Cohesion\Contract\LcomCollectionConfiguration	Analysis.Evidence.Cohesion	contract
Qualimetrix\Infrastructure\Parallel\FileProcessingTask	Infrastructure.Parallel	Qualimetrix\Analysis\Run\Contract\Collection\FileProcessingResult	Analysis.Run	contract
Qualimetrix\Infrastructure\Parallel\FileProcessingTask	Infrastructure.Parallel	Qualimetrix\Core\Path\AbsolutePath	Core.Path	contract
Qualimetrix\Infrastructure\Parallel\FileProcessingTaskFactory	Infrastructure.Parallel	Qualimetrix\Analysis\Evidence\Cohesion\Contract\LcomCollectionConfigurationStoreInterface	Analysis.Evidence.Cohesion	contract
Qualimetrix\Infrastructure\Parallel\FileProcessingTaskFactory	Infrastructure.Parallel	Qualimetrix\Analysis\Evidence\DependencyModel\Contract\DependencyTraversalParticipantInterface	Analysis.Evidence.DependencyModel	contract
Qualimetrix\Infrastructure\Parallel\FileProcessingTaskFactory	Infrastructure.Parallel	Qualimetrix\Core\Path\AbsolutePath	Core.Path	contract
Qualimetrix\Infrastructure\Parallel\Strategy\AmphpParallelStrategy	Infrastructure.Parallel	Qualimetrix\Analysis\Run\Contract\Collection\FileProcessingFailureKind	Analysis.Run	contract
Qualimetrix\Infrastructure\Parallel\Strategy\AmphpParallelStrategy	Infrastructure.Parallel	Qualimetrix\Analysis\Run\Contract\Collection\FileProcessingResult	Analysis.Run	contract
Qualimetrix\Infrastructure\Parallel\Strategy\AmphpParallelStrategy	Infrastructure.Parallel	Qualimetrix\Analysis\Run\Contract\Collection\Strategy\ExecutionStrategyInterface	Analysis.Run	contract
Qualimetrix\Infrastructure\Parallel\Strategy\AmphpParallelStrategy	Infrastructure.Parallel	Qualimetrix\Analysis\Run\Contract\Collection\Strategy\ParallelCapableInterface	Analysis.Run	contract
Qualimetrix\Infrastructure\Parallel\Strategy\AmphpParallelStrategy	Infrastructure.Parallel	Qualimetrix\Core\Path\AbsolutePath	Core.Path	contract
Qualimetrix\Infrastructure\Parallel\Strategy\AmphpParallelStrategy	Infrastructure.Parallel	Qualimetrix\Core\Path\PathFactory	Core.Path	contract
Qualimetrix\Infrastructure\Parallel\Strategy\AmphpParallelStrategy	Infrastructure.Parallel	Qualimetrix\Core\Path\RelativePath	Core.Path	contract
Qualimetrix\Infrastructure\Parallel\Strategy\SequentialStrategy	Infrastructure.Parallel	Qualimetrix\Analysis\Run\Contract\Collection\Strategy\ExecutionStrategyInterface	Analysis.Run	contract
Qualimetrix\Infrastructure\Parallel\Strategy\SequentialStrategy	Infrastructure.Parallel	Qualimetrix\Core\Profiler\Contract\ProfilerInterface	Core.Profiler	contract
Qualimetrix\Infrastructure\Parallel\Strategy\StrategySelector	Infrastructure.Parallel	Qualimetrix\Analysis\Run\Contract\Collection\Strategy\ExecutionStrategyInterface	Analysis.Run	contract
Qualimetrix\Infrastructure\Parallel\Strategy\StrategySelector	Infrastructure.Parallel	Qualimetrix\Analysis\Run\Contract\Collection\Strategy\StrategySelectorInterface	Analysis.Run	contract
Qualimetrix\Infrastructure\Parallel\Strategy\StrategySelector	Infrastructure.Parallel	Qualimetrix\Core\Path\AbsolutePath	Core.Path	contract
Qualimetrix\Infrastructure\Parallel\Strategy\StrategySelector	Infrastructure.Parallel	Qualimetrix\Infrastructure\Cache\Contract\CacheConfigurationStoreInterface	Infrastructure.Cache	contract
Qualimetrix\Infrastructure\Parallel\WorkerBootstrap	Infrastructure.Parallel	Qualimetrix\Analysis\Evidence\Cohesion\Contract\LcomCollectionConfigurableInterface	Analysis.Evidence.Cohesion	contract
Qualimetrix\Infrastructure\Parallel\WorkerBootstrap	Infrastructure.Parallel	Qualimetrix\Analysis\Evidence\Cohesion\Contract\LcomCollectionConfiguration	Analysis.Evidence.Cohesion	contract
Qualimetrix\Infrastructure\Parallel\WorkerBootstrap	Infrastructure.Parallel	Qualimetrix\Analysis\Evidence\DependencyModel\Contract\DependencyTraversalParticipantInterface	Analysis.Evidence.DependencyModel	contract
Qualimetrix\Infrastructure\Parallel\WorkerBootstrap	Infrastructure.Parallel	Qualimetrix\Analysis\Evidence\Measurement\Contract\DeclarationRegistrarFactory	Analysis.Evidence.Measurement	contract
Qualimetrix\Infrastructure\Parallel\WorkerBootstrap	Infrastructure.Parallel	Qualimetrix\Analysis\Evidence\Measurement\Contract\FileMeasurementCollectorInterface	Analysis.Evidence.Measurement	contract
Qualimetrix\Infrastructure\Parallel\WorkerBootstrap	Infrastructure.Parallel	Qualimetrix\Analysis\Evidence\Measurement\Contract\ParallelSafeCollectorInterface	Analysis.Evidence.Measurement	contract
Qualimetrix\Infrastructure\Parallel\WorkerBootstrap	Infrastructure.Parallel	Qualimetrix\Analysis\Policy\Inline\Contract\RuleValidatorMapFactory	Analysis.Policy.Inline	contract
Qualimetrix\Infrastructure\Parallel\WorkerBootstrap	Infrastructure.Parallel	Qualimetrix\Analysis\Policy\Inline\Contract\SourceControlExtractorInterface	Analysis.Policy.Inline	contract
Qualimetrix\Infrastructure\Parallel\WorkerBootstrap	Infrastructure.Parallel	Qualimetrix\Analysis\Policy\Inline\Contract\SuppressionExtractor	Analysis.Policy.Inline	contract
Qualimetrix\Infrastructure\Parallel\WorkerBootstrap	Infrastructure.Parallel	Qualimetrix\Analysis\Policy\Inline\Contract\ThresholdOverrideExtractor	Analysis.Policy.Inline	contract
Qualimetrix\Infrastructure\Parallel\WorkerBootstrap	Infrastructure.Parallel	Qualimetrix\Analysis\Run\Contract\Collection\FileProcessorInterface	Analysis.Run	contract
Qualimetrix\Infrastructure\Parallel\WorkerBootstrap	Infrastructure.Parallel	Qualimetrix\Core\Path\AbsolutePath	Core.Path	contract
Qualimetrix\Infrastructure\Parallel\WorkerBootstrap	Infrastructure.Parallel	Qualimetrix\Infrastructure\Ast\WorkerParserFactory	Infrastructure.Ast	contract
Qualimetrix\Infrastructure\Profiler\ProfileSession	Infrastructure.Profiler	Qualimetrix\Core\Profiler\Contract\ProfilerInterface	Core.Profiler	contract
Qualimetrix\Infrastructure\Rule\ChannelUniverse	Infrastructure.Rule	Qualimetrix\Analysis\Evidence\ComputedMetrics\Contract\Definition\ComputedMetricDefinitionCatalogInterface	Analysis.Evidence.ComputedMetrics	contract
Qualimetrix\Infrastructure\Rule\ChannelUniverse	Infrastructure.Rule	Qualimetrix\Analysis\Finding\Contract\ChannelDeclaration	Analysis.Finding	contract
Qualimetrix\Infrastructure\Rule\ChannelUniverse	Infrastructure.Rule	Qualimetrix\Analysis\Finding\Contract\ChannelUniverseInterface	Analysis.Finding	contract
Qualimetrix\Infrastructure\Rule\ChannelUniverse	Infrastructure.Rule	Qualimetrix\Analysis\Finding\Contract\FindingChannel	Analysis.Finding	contract
Qualimetrix\Infrastructure\Rule\ChannelUniverse	Infrastructure.Rule	Qualimetrix\Analysis\Finding\Contract\Rule\NameSelector	Analysis.Finding	contract
Qualimetrix\Infrastructure\Rule\ChannelUniverse	Infrastructure.Rule	Qualimetrix\Core\Observation\WorseDirection	Core.Neutral	contract
Qualimetrix\Infrastructure\Rule\ComputedMetricChannelPresentation	Infrastructure.Rule	Qualimetrix\Analysis\Evidence\ComputedMetrics\Contract\Definition\ComputedMetricDefinitionCatalogInterface	Analysis.Evidence.ComputedMetrics	contract
Qualimetrix\Infrastructure\Rule\ComputedMetricChannelPresentation	Infrastructure.Rule	Qualimetrix\Analysis\Finding\Contract\ChannelPresentation	Analysis.Finding	contract
